id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,is_chain,chain_reason,priority,priority_score,created_at,top_pain_review
589,25,Keystone Comfort Solutions Ltd,hvac,"Epsom, Surrey",KT18 5RQ,"11 Elm Gardens, Epsom KT18 5RQ",https://keystonecomfortsolutions.co.uk/,keystonecomfortsolutions.co.uk,07399 539686,ChIJTbAX-Xiwx0kRzHhhksT94NQ,5.0,37,"WILLETT, Anthony John",14581894,0,0,,,,2026-08-19T07:07:06.716293+00:00,
590,25,R J B & Sons Electrical & Ventilation Contractors LTD,hvac,"Epsom, Surrey",KT19 9BS,"71 Gibraltar Cres, Epsom KT19 9BS",http://www.rjbelectricalventilation.co.uk/,rjbelectricalventilation.co.uk,07903 681369,ChIJcWupHEYJdkgRbW8pL91TydA,5.0,48,,,0,0,,,,2026-08-19T07:07:07.317753+00:00,
591,25,T GAS HEATING & PLUMBING SOLUTIONS LTD,hvac,"Epsom, Surrey",KT19 0LF,"18 Riverview Rd, Epsom KT19 0LF",http://www.tgas-solutions.co.uk/,tgas-solutions.co.uk,07471 849039,ChIJVe0CknQJdkgRP1J_0OlzeCo,5.0,72,"BARRETT, Thomas Kevin",11386060,0,0,,,,2026-08-19T07:07:08.025079+00:00,
592,25,PWA Plumbing & Heating,hvac,"Epsom, Surrey",KT19 9DB,"30 Andover Cl, Epsom KT19 9DB",https://pwaplumbingandheating.co.uk/,pwaplumbingandheating.co.uk,07342 241808,ChIJjSk8cyoHdkgRd3Z0QOdFXYc,5.0,18,"WASILEWSKI, Piotr Edward",12091197,0,0,,,,2026-08-19T07:07:08.528506+00:00,
593,25,AirAix Climate Control,hvac,"Epsom, Surrey",KT18 5QW,"Flat1, 1 Tattenham Grove, Epsom KT18 5QW",,,07308 081414,ChIJBS5HN8xWp0ERsGcl3AttEkY,5.0,13,"HAJIVANDI, Setareh",14191820,0,0,,,,2026-08-19T07:07:08.972654+00:00,
594,25,I.C.E. Services UK Ltd.,hvac,"Epsom, Surrey",KT17 1RX,"53 High St, Ewell, Epsom KT17 1RX",http://www.iceservicesuk.com/,iceservicesuk.com,020 8394 1771,ChIJ302p7NgJdkgRgTgBgRz-CCY,4.6,9,"CONIBEAR, Ian James",04365268,0,0,,,,2026-08-19T07:07:09.532888+00:00,
595,25,Bluechip Heating Ltd,hvac,"Epsom, Surrey",KT17 1HX,"120, Reaver House, 12 East St, Epsom KT17 1HX",http://www.bluechipheating.co.uk/,bluechipheating.co.uk,01737 362882,ChIJ9RZOjRHidUgRhn8UKRquYsg,5.0,7,"LOGAN, Adrian Roger",06307862,0,0,,,,2026-08-19T07:07:10.053383+00:00,
596,25,Max Heating & Plumbing,hvac,"Epsom, Surrey",KT18 7RR,"29 West St, Epsom KT18 7RR",https://www.maxheating.co.uk/,maxheating.co.uk,07956 121113,ChIJ_Safr3PjdUgRXGRcA3xrPww,5.0,23,"TOWEY-SMITH, Max",10923110,0,0,,,,2026-08-19T07:07:10.580996+00:00,
597,25,AC Gas Solutions,hvac,"Epsom, Surrey",KT19 9NY,"4 Scott Cl, Epsom KT19 9NY",http://www.acgassolutions.com/,acgassolutions.com,07846 320553,ChIJD1XxovMJdkgRAWgxnQvRgd4,5.0,6,,,0,0,,,,2026-08-19T07:07:10.849759+00:00,
598,25,RTR Air conditioning Ltd,hvac,"Epsom, Surrey",KT20 5LR,"Unit 4, Epsom Downs Metro Centre, Epsom, Tadworth KT20 5LR",https://rtrairconditioning.co.uk/,rtrairconditioning.co.uk,07963 395583,ChIJPTZrwEzjdUgRS4eHaWPOV7k,,,"BLACKMAN, Stuart",11138746,0,0,,,,2026-08-19T07:07:11.278025+00:00,
