id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,is_chain,chain_reason,priority,priority_score,created_at,top_pain_review
575,24,Technicool Air Conditioning Ltd,hvac,"Reigate, Surrey",RH2 9EL,"Industrial Estate, 46 Albert Rd N, Reigate RH2 9EL",https://www.tec.uk.net/,tec.uk.net,020 8668 6108,ChIJN8LOWlT9dUgRh-ExH5dcIAs,4.5,16,"CONSTABLE, Colin Paul",03664607,0,0,,,,2026-08-19T07:03:53.802966+00:00,
576,24,Kinnear Air Conditioning,hvac,"Reigate, Surrey",RH2 8QH,"17 Reigate Rd, Reigate RH2 8QH",https://kinnearac.co.uk/,kinnearac.co.uk,07786 444199,ChIJ27bfmk_ldUgRvBwe963k7_U,5.0,5,"KINNEAR, James Michael",13737186,0,0,,,,2026-08-19T07:03:54.244411+00:00,
577,24,PD Heating & Plumbing,hvac,"Reigate, Surrey",RH2 9DY,"41 Somers Rd, Reigate RH2 9DY",http://www.pdheating.com/,pdheating.com,07739 120349,ChIJTZo_BinldUgRErr39kF8kiU,5.0,27,"DODITA, Petrica",12267197,0,0,,,,2026-08-19T07:03:54.744101+00:00,
578,24,Virtue Heating and Plumbing Ltd,hvac,"Reigate, Surrey",RH2 0AU,"Alma Rd, Reigate RH2 0AU",http://virtueheatingandplumbing.co.uk/,virtueheatingandplumbing.co.uk,01293 403244,ChIJkzbjKabxdUgRsqrDOCUVrs4,4.9,69,"BRANTON, Sean Kevin",09202863,0,0,,,,2026-08-19T07:03:55.212041+00:00,
579,24,ERV Air Conditioning,hvac,"Reigate, Surrey",RH1 2QE,"Cygnets Cl, Redhill RH1 2QE",https://ervheating.co.uk/,ervheating.co.uk,07411 382856,ChIJHxak39dAxQkR-DnuwQa-Naw,,,"CLARK, Andrew Eric Thomas",09450604,0,1,same Companies House company number seen at 3 discovered locations,,,2026-08-19T07:03:55.645136+00:00,
580,24,Nexus Air & Climate,hvac,"Reigate, Surrey",RH2 0AN,"Bank chambers, 2 Church St, Reigate RH2 0AN",https://nexusair.co.uk/,nexusair.co.uk,020 4553 5333,ChIJpdXPeH_ldUgRKV4tSl1bM0Y,,,"GRANT, Benjamin William",16678775,0,0,,,,2026-08-19T07:03:56.129732+00:00,
581,24,Racsel Building Services Limited,hvac,"Reigate, Surrey",RH2 9HX,"RACSEL BUILDING SERVICES, Tern House, Upper W St, Reigate RH2 9HX",http://www.racsel.co.uk/,racsel.co.uk,020 8391 5545,ChIJHaCjlRwJdkgRB8YZuqEAvbg,5.0,3,"ARIS, Matthew Edward",02873003,0,0,,,,2026-08-19T07:03:56.631693+00:00,
582,24,Reigate Ductwork Manufacturing Ltd,hvac,"Reigate, Surrey",RH2 9EL,"59 Albert Rd N, Reigate RH2 9EL",http://www.reigateductwork.com/,reigateductwork.com,01737 223392,ChIJZVj7W5PkdUgRfP6D_oQc72g,4.0,2,"DAVIS, Martin John",07237059,1,1,Companies House PSC shows corporate-entity ownership (company 07237059),,,2026-08-19T07:03:57.073788+00:00,
583,24,Solo Heating Installations,hvac,"Reigate, Surrey",RH2 7DR,"2 Oakhampstead, 14 Blanford Road, Reigate RH2 7DR",https://www.soloheatinginstallations.co.uk,soloheatinginstallations.co.uk,01737 211213,ChIJJbMRts3kdUgRFnvViYT9sLg,,,"BERNARDINI, Luke James George",06499785,0,0,,,,2026-08-19T07:03:57.575157+00:00,
584,24,Ace Electrical Installations,hvac,"Reigate, Surrey",RH2 0QA,"Durfold Dr, Reigate RH2 0QA",https://aceelectricalinstallations.com/contact-2/,aceelectricalinstallations.com,07834 156407,ChIJVVV-HWv7dUgRg36vTXzUxMg,5.0,12,"CURTIS, Asa",08429910,0,0,,,,2026-08-19T07:03:58.025316+00:00,
585,24,Split Level Air Conditioning Ltd,hvac,"Reigate, Surrey",KT18 6AW,"2, Langley Vale Rd, Epsom KT18 6AW",https://splitlevelairconditioning.co.uk/,splitlevelairconditioning.co.uk,01372 277248,ChIJHyrxCi3idUgRYBN6SasjSL8,4.5,4,"CUNNEW, Gary",07008673,0,0,,,,2026-08-19T07:03:58.466032+00:00,
586,24,Rail Cool Services Limited,hvac,"Reigate, Surrey",RH2 9PS,"9 Brokes Cres, Reigate RH2 9PS",,,07814 528799,ChIJXSVEDLzkdUgRrP_zwuOae-k,,,"SAINI, Manvir",06533198,0,0,,,,2026-08-19T07:03:58.958766+00:00,
587,24,"Gas, Electrical, Mechanical & HVAC Services In Reigate",hvac,"Reigate, Surrey",,,https://www.comgas.uk/about-us/reigate/,comgas.uk,,,,,"NEWTON, Micheal Gordon",16294691,0,0,,,,2026-08-19T07:05:55.140946+00:00,
588,24,Air Conditioning Installation Reigate,hvac,"Reigate, Surrey",,,https://www.arcticcool.co.uk/reigate.php,arcticcool.co.uk,,,,,"GIBSON, Jonathan Brian",08627162,0,1,same Companies House company number seen at 5 discovered locations,,,2026-08-19T07:05:55.586416+00:00,
