id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,is_chain,chain_reason,priority,priority_score,created_at,top_pain_review
321,12,Top AC. Air Conditioning Installation London,air conditioning companies,South London,SE24 0JT,"206 Railton Rd, London SE24 0JT, UK",https://www.airconditioninginstallation.london/,airconditioninginstallation.london,020 8058 7724,ChIJoR2MiuwFdkgRyI59aHDBTTo,5.0,20,"ZIDOURI, Youssef",17007106,0,1,same Companies House company number seen at 8 discovered locations,,,2026-08-13T20:56:27.745066+00:00,
322,12,Debonair Cooling,air conditioning companies,South London,NW2 7HJ,"Office 105, Atlas Business Centre, Oxgate Ln, London NW2 7HJ, UK",https://debonaircooling.co.uk/,debonaircooling.co.uk,020 3960 2555,ChIJlWOrvKgRdkgRMmOE1mskagI,4.9,325,"TOUPCHIANI, Aria",12883569,1,1,Companies House PSC shows corporate-entity ownership (company 12883569),,,2026-08-13T20:56:28.150028+00:00,
323,12,FRS Air Conditioning,air conditioning companies,South London,SW16 6NJ,"Campbell Cl, London SW16 6NJ, UK",https://frsairconditioning.com/,frsairconditioning.com,020 3876 3690,ChIJBYMY7I2TiiQRr8wRvay9NzQ,5.0,55,"SORATO, Elizandro",15728384,0,0,,,,2026-08-13T20:56:28.604455+00:00,
324,12,Air Conditioning Installation & Repair,air conditioning companies,South London,SE26 6UX,"20 Cobden Mews, London SE26 6UX, UK",https://acinstallationandrepair.uk/,acinstallationandrepair.uk,07418 351426,ChIJFXAex2QBdkgRTnmPFGp0WYk,5.0,22,"SEMIRAS, Jan Mark",09065418,0,0,,,,2026-08-13T20:56:29.090591+00:00,
325,12,All Star Air Conditioning,air conditioning companies,South London,N4 1TJ,"105 Eade Rd, Harringay Warehouse District, London N4 1TJ, UK",https://www.allstar-aircon.co.uk/,allstar-aircon.co.uk,020 3519 1340,ChIJPwrPtOIddkgRPC1xLXB0Y-U,5.0,213,"FLUEN, Garry Joe",12952167,0,0,,,,2026-08-13T20:56:29.506775+00:00,
326,12,Air conditioning Company,air conditioning companies,South London,CR0 4LS,"16 Courtney Rd, Croydon CR0 4LS, UK",https://www.aircon-company.co.uk/,aircon-company.co.uk,,ChIJNzQ3fGwHdkgR3XUQ4VkbJ50,5.0,16,"SMITH, Sydney Thomas",16098869,0,1,same Companies House company number seen at 2 discovered locations,,,2026-08-13T20:56:29.948999+00:00,
327,12,DG Air Conditioning Ltd,air conditioning companies,South London,SW19 6NW,"265-269 Wimbledon Park Rd, London SW19 6NW, UK",http://www.dgairconditioning.co.uk/,dgairconditioning.co.uk,07802 423540,ChIJP9ELh8-3d0gRIBNWycAJ3BE,4.7,81,"GUYVER, Danny",12189345,0,0,,,,2026-08-13T20:56:30.368094+00:00,
328,12,The London Air Conditioning Installation,air conditioning companies,South London,E14 6LU,"4 Ida St, London E14 6LU, UK",https://londonacinstallation.uk/,londonacinstallation.uk,07441 429807,ChIJ2UZq468DdkgRC85rikVc59k,5.0,24,"ZIDOURI, Youssef",17007106,0,1,same Companies House company number seen at 8 discovered locations,,,2026-08-13T20:56:30.835413+00:00,
329,12,Air Conditioning Cooling & Heating - Croydon,air conditioning companies,South London,CR9 2ER,"The Lansdowne Building, Lansdowne Rd, Croydon CR9 2ER, UK",http://www.accah.com/,accah.com,020 8611 2849,ChIJ-bhiKIkBdkgRI_qhyT2kxZo,4.8,11,"GATSI, Joseph",10169958,0,1,same Companies House company number seen at 2 discovered locations,,,2026-08-13T20:56:31.300614+00:00,
330,12,Air Cool Environmental Ltd,air conditioning companies,South London,BR1 3RB,"12 Farwig Ln, Bromley BR1 3RB, UK",https://www.aircoolenvironmental.co.uk/,aircoolenvironmental.co.uk,020 8249 5061,ChIJ_XhseEaq2EcRZfwrMjxUnDU,4.9,80,"JAMES, Cindy Jane",04446074,0,0,,,,2026-08-13T20:56:31.732108+00:00,
331,12,South London Heating,air conditioning companies,South London,SE20 7HW,"67 High St, London SE20 7HW, UK",https://www.southlondonheating.co.uk/?utm_source=Google&utm_medium=Organic&utm_campaign=google_my_business,southlondonheating.co.uk,020 3620 5800,ChIJaZhyyHEBdkgR7qoDRyWLzYw,4.8,72,"GALLAGHER, Mark Steven",06408521,0,0,,,,2026-08-13T20:56:32.168927+00:00,This company used to be good but has gone downhill. Their customer service is terrible and it takes a long time before you get through to a real person on the phone. I used SLH to install a new boiler...
332,12,Aircon Company London,air conditioning companies,South London,SW7 1AH,"Flat 3, 47 Ennismore Gardens, London SW7 1AH, UK",https://www.aircon-company.com/?utm_source=gmb&utm_medium=map,aircon-company.com,020 3903 7225,ChIJaW7bvwsFdkgREGQgHrBoA6E,5.0,7,"FILIP, Adriana-Cristina",13504592,0,0,,,,2026-08-13T20:56:32.629062+00:00,
333,12,JP Air Conditioning Services,air conditioning companies,South London,BR2 9LB,"53 Homesdale Rd, Bromley BR2 9LB, UK",https://jpaircon.com/contact/bromley?utm_source=gmb&utm_medium=organic,jpaircon.com,020 8333 1191,ChIJXRCqNH6s2EcRdW7rI95-JH4,4.1,37,"PRETORIUS, Jacques",16263132,0,0,,,,2026-08-13T20:56:33.114103+00:00,
334,12,Lee Air Conditioning (Services) Ltd.,air conditioning companies,South London,CR0 4WD,"Unit 8, Spitfire Business Park, 1 Hawker Rd, Croydon CR0 4WD, UK",http://www.leeairconditioning.co.uk/,leeairconditioning.co.uk,020 8680 8926,ChIJpdYqP2gHdkgRgf7QNl4im-Q,5.0,3,"GREENSMYTH, Niall",01442861,0,0,,,,2026-08-13T20:56:33.545988+00:00,
335,12,Avon Air Conditioning Ltd,air conditioning companies,South London,SM4 6RW,"Unit 21-25, Marshall House, 124 Middleton Rd, Morden SM4 6RW, UK",http://www.avonair.co.uk/,avonair.co.uk,020 8409 0173,ChIJ6xFhX1AHdkgRcfwiAiws6p4,4.7,42,"MIRIHANA, Rasika Udara Sampath",12299139,0,0,,,,2026-08-13T20:56:34.024552+00:00,
336,12,SS Air Conditioning Ltd,air conditioning companies,South London,SM2 5UD,"20 Amberley Ct, Christchurch Park, Sutton SM2 5UD, UK",https://ssairconditioning.uk/,ssairconditioning.uk,07857 571205,ChIJg-wPBx0vWYYRHYBw4bjK4J4,4.7,13,"SONO, Sonila",14723172,0,0,,,,2026-08-13T20:56:34.442080+00:00,
337,12,Art Cool Services LTD,air conditioning companies,South London,SW16 4AA,"1593 London Rd, Norbury, London SW16 4AA, UK",http://www.artcoolservices.co.uk/,artcoolservices.co.uk,020 3719 7108,ChIJmR0bsyAHdkgRsh8ZXkT1jWQ,5.0,3,"FERREIRA PIRES, Emilio Jose",13938527,0,0,,,,2026-08-13T20:56:34.936097+00:00,
338,12,Just Services Group,air conditioning companies,South London,SW19 1NE,"Highland House, 165 The Broadway, London SW19 1NE, UK",https://justservicesgroup.com/,justservicesgroup.com,020 7323 2999,ChIJl6m7XFgPdkgRVMBY7X_iXms,4.9,260,"BURLS, Christopher Luke",10177302,0,0,,,,2026-08-13T20:56:35.464890+00:00,
340,12,Aircooltech ltd,air conditioning companies,South London,KT4 7AT,"suite 13, Lynwood Dr, Worcester Park KT4 7AT, UK",http://aircooltech.co.uk/,aircooltech.co.uk,020 8337 7083,ChIJJ2na5EEJdkgRuWM18YC3xiw,5.0,24,"KIM, Hak Jae",07556476,0,0,,,,2026-08-13T20:56:36.230029+00:00,
341,12,Hidden cool Ltd,air conditioning companies,South London,CR4 4NA,"Unit A1, Connaught Business Centre, 22 Willow Ln, Mitcham CR4 4NA, UK",https://www.hiddencool.co.uk/,hiddencool.co.uk,020 8669 1112,ChIJ6TBaqOJ6-GURZ61wv0RiXXY,4.7,26,"BRIDGE, Jonathan Gary",16442900,0,0,,,,2026-08-13T20:56:36.660010+00:00,
343,12,Carrier Air Conditioning,air conditioning companies,South London,SW1 9DD,"22 Worple Rd, London SW1 9DD, UK",https://www.carrier.com/commercial/en/uk/,carrier.com,01372 220220,ChIJZX1hGOXgdUgRyYZPNABmeLY,4.5,8,,,0,0,,,,2026-08-13T20:56:37.334299+00:00,Didn't answer the phone
344,12,Abbottsway Engineering Ltd,air conditioning companies,South London,SW16 4PP,"59 Stanford Rd, Norbury, London SW16 4PP, UK",https://www.fixy247.com/,fixy247.com,020 7183 3593,ChIJHQDaV3YHdkgRv2E2K2PNpcY,4.4,14,"LILANI, Munawar Ali",08391855,0,0,,,,2026-08-13T20:56:37.773282+00:00,
345,12,Prism Air Conditioning Ltd,air conditioning companies,South London,CR4 3UD,"Vestry Hall, 338 London Rd, Mitcham CR4 3UD, UK",http://www.prism-ac.co.uk/,prism-ac.co.uk,01342 894550,ChIJVVUFCjkGdkgRzBhipASjI8c,5.0,1,"HUMPHRIES, Peter Paul",04984777,0,0,,,,2026-08-13T20:56:38.188237+00:00,
346,12,Toropro Air Conditioning Ltd,air conditioning companies,South London,SE24 9DL,"270 Rosendale Rd, Norwood, London SE24 9DL, UK",http://www.toropro.co.uk/,toropro.co.uk,020 8610 9100,ChIJ0bhpSYQDdkgRJYCtaEI3bK0,3.6,33,"BELECKY, Tomas",08630357,0,0,,,,2026-08-13T20:56:38.610403+00:00,
347,12,BlueFlame Plumbing and Heating | Brixton & Clapham,air conditioning companies,South London,SW2 2JG,"Flat 18, Hermes House, 59a Josephine Ave, London SW2 2JG, UK",https://www.blueflameplumbingandheating.co.uk/,blueflameplumbingandheating.co.uk,020 8059 2307,ChIJG7HGCrjSKIgRmVxpF05MTt0,4.9,127,,,0,0,,,,2026-08-13T20:56:38.900896+00:00,
349,12,GW Air Conditioning,air conditioning companies,South London,CR0 4JZ,"36 Lodge Ave, Croydon CR0 4JZ, UK",http://www.gwac.co.uk/,gwac.co.uk,020 8686 6226,ChIJaQTtCxUHdkgRuhMCfpcZNtk,,,"GARDNER, Gary William",04239157,0,0,,,,2026-08-13T20:56:39.763067+00:00,
350,12,South London Electricians,air conditioning companies,South London,CR2 9DQ,"37 Kingswood Ave, South Croydon CR2 9DQ, UK",https://southlondonelectricians.co.uk/,southlondonelectricians.co.uk,07956 523316,ChIJWQCWqUb-dUgRJRor_XPTWik,4.9,167,"COUPLAND, Nicholas John Patrick",08033149,0,0,,,,2026-08-13T20:56:40.227798+00:00,
351,12,London Vents Ltd,air conditioning companies,South London,CR0 6NF,"196 Morland Rd, Croydon CR0 6NF, UK",http://www.londonvents.co.uk/,londonvents.co.uk,020 3795 9120,ChIJYQ7qUk4BdkgR9EGWztiA8yU,5.0,2,"HODSON, Stewart Hamilton",12136365,0,0,,,,2026-08-13T20:56:40.680612+00:00,
352,12,WDI Group (surrey) Ltd,air conditioning companies,South London,SM6 7AH,"sbc house, Restmor Way, Hackbridge, Wallington SM6 7AH, UK",http://www.wdigroupltd.co.uk/,wdigroupltd.co.uk,020 3727 2578,ChIJFVXm_7MHdkgR0tCBc9f8C-o,4.9,67,"WARD, Bradley",15560511,0,0,,,,2026-08-13T20:56:41.164494+00:00,
353,12,Beijer Ref,air conditioning companies,South London,SW19 2RR,"Unit 2, Saxon Business Centre, Windsor Ave, London SW19 2RR, UK",http://www.beijerref.co.uk/,beijerref.co.uk,020 8544 1010,ChIJ9foClx8GdkgRvjNokjUcRpA,3.9,7,"BILLSON, John David",11947880,1,1,Companies House PSC shows corporate-entity ownership (company 11947880),,,2026-08-13T20:56:41.605420+00:00,
354,12,Excel Cooling Services Ltd,air conditioning companies,South London,CR0 4WD,"3, Spitfire Business Park, 1 Hawker Rd, Croydon CR0 4WD, UK",,,020 8633 1748,ChIJ-wUOGWP-dUgR9bWvwEzKefk,3.4,5,"DIXON, Jason Roy",05414848,0,0,,,,2026-08-13T20:56:42.086301+00:00,
