id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,is_chain,chain_reason,priority,priority_score,created_at,top_pain_review
988,39,BM Sparks,electricians,"Bromley, South London",BR1 5JU,"155 Northover, Bromley BR1 5JU",https://bmsparks.co.uk/,bmsparks.co.uk,020 8090 5381,ChIJN_3reKMBdkgR94sMUREqBu4,5.0,181,"DOGUS, Inan",16996825,0,0,,,,2026-08-21T19:39:12.661566+00:00,
989,39,Peter Whiting Electrical Contractors,electricians,"Bromley, South London",BR1 3EJ,"3 Palace View, Bromley BR1 3EJ",https://peterwhitingelectricalcontractors.co.uk/,peterwhitingelectricalcontractors.co.uk,07834 730699,ChIJ7eNa7Wiq2EcRPMtPW8SfOEM,5.0,147,"WHITING, Peter Edward",04461655,0,0,,,,2026-08-21T19:39:13.111966+00:00,
990,39,Electricians Bromley,electricians,"Bromley, South London",BR2 9BG,"59 Cameron Rd, Bromley BR2 9BG",https://mybromleyelectricians.co.uk/,mybromleyelectricians.co.uk,020 3670 4039,ChIJhY3A7GKq2EcReTq9rmvVn94,5.0,11,"LOMAS, Andrew Paul",10737007,0,1,same Companies House company number seen at 5 discovered locations,,,2026-08-21T19:39:13.534521+00:00,
991,39,SGK Electrical,electricians,"Bromley, South London",BR2 7JA,"12 Crest Rd, Bromley BR2 7JA",http://www.sgkelectrical.co.uk/,sgkelectrical.co.uk,07806 600876,ChIJY02pLAGr2EcR0IwBE8lvo9M,5.0,67,,SC447220,0,0,,,,2026-08-21T19:39:13.994416+00:00,
992,39,EES Electrical Engineering Solutions,electricians,"Bromley, South London",BR1 5ET,"174 Moorside Rd, Bromley BR1 5ET",https://ee-s.co.uk/,ee-s.co.uk,07859 803062,ChIJxZX0Jzqr2EcR0lfPJiWjfbg,5.0,63,"ADEMI, Mirjan",16842034,0,0,,,,2026-08-21T19:39:14.517629+00:00,
993,39,Secure-Electrics,electricians,"Bromley, South London",BR2 8QG,"2 Lakeside Dr, Bromley BR2 8QG",http://www.secure-electrics.co.uk/,secure-electrics.co.uk,07749 699252,ChIJf7CDUw07vIIRtd7cbI-f8_U,5.0,74,,,0,0,,,,2026-08-21T19:39:14.644352+00:00,
994,39,Bromley Electrical Services,electricians,"Bromley, South London",BR2 9HW,"147A Masons Hill, Bromley BR2 9HW",,,07533 542041,ChIJ5W5lSwCr2EcR-PNDhGq2Hdg,5.0,5,,,0,0,,,,2026-08-21T19:39:14.946657+00:00,
995,39,Electric workshop - Bromley,electricians,"Bromley, South London",BR1 5BL,"10 Leamington Ave, Bromley BR1 5BL",https://www.electricworkshop.co.uk/,electricworkshop.co.uk,07956 376430,ChIJQ66_YW2r2EcRIHKN12D5Vwk,4.7,27,"GILGIL, Mustafa",17321919,0,0,,,,2026-08-21T19:39:15.482924+00:00,
996,39,Brombick Electrical Ltd,electricians,"Bromley, South London",BR1 1LW,"3, Broadway Buildings, Elmfield Rd, Bromley BR1 1LW",https://www.brombickelectrical.com/?utm_source=gmb&utm_medium=organic,brombickelectrical.com,020 8148 8234,ChIJxYZRwn-r2EcRUDwmpHK6y-8,5.0,36,"KILLIN, Lisa",14515365,0,0,,,,2026-08-21T19:39:15.922139+00:00,
997,39,Hussar Electrical Services LTD,electricians,"Bromley, South London",SE9 4BT,"48 Charminster Rd, Bromley SE9 4BT",https://sitelift.site/hussarelectricalservicesltd/,sitelift.site,07808 215070,ChIJA1rAv0iWeAwRjarP9WbeeHM,5.0,13,,,0,0,,,,2026-08-21T19:39:16.213551+00:00,
998,39,Thomas London Emergency Electrician,electricians,"Bromley, South London",BR2 9NZ,"88 Havelock Rd, Bromley BR2 9NZ",,,0800 520 2002,ChIJUZt1heer2EcRGW3Fp2-0sh8,5.0,6,"RAHMAN, Khan Mohammed Zahidur",16378417,0,0,,,,2026-08-21T19:39:16.672922+00:00,
